sem_dens,demand,s_perph,s_num,conc,val,w_freq,c_div
153,335,43,5,335,186,255,286
246,90,49,282,352,330,214,49
129,404,104,392,375,356,319,7
180,91,185,73,216,108,329,381
3,158,381,18,367,386,318,53
237,71,187,43,345,410,352,269
90,155,136,273,404,262,97,159
314,387,207,98,260,389,16,228
396,310,95,28,211,212,71,34
324,331,388,249,201,334,370,164
51,273,208,68,351,236,316,216
36,332,303,29,291,342,81,246
122,237,83,49,125,267,309,371
363,352,198,39,361,275,277,398
348,161,242,83,250,371,288,266
304,81,326,37,275,82,206,84
68,97,133,276,12,170,217,403
338,1,217,277,261,291,83,35
227,73,244,96,99,154,158,85
329,159,344,91,173,200,73,387
293,56,282,119,33,86,72,89
286,169,322,380,207,195,344,372
184,379,46,104,77,294,190,135
263,245,317,165,71,205,350,149
91,326,114,124,215,124,165,187
248,201,214,198,57,218,303,377
59,392,387,97,6,337,95,60
383,261,370,54,344,223,245,137
320,181,5,133,187,2,392,68
359,131,11,63,232,119,337,219
372,385,183,145,296,143,347,378
312,144,96,160,185,217,39,20
271,250,380,69,246,131,367,240
253,96,33,122,334,403,244,245
67,117,202,173,96,47,18,38
201,15,35,76,379,101,24,276
371,6,184,258,49,50,100,76
107,189,101,101,341,393,393,331
145,246,278,111,36,265,332,318
405,44,392,244,139,146,119,236
341,120,82,230,385,260,49,360
21,173,37,227,399,167,149,97
63,375,249,89,1,77,37,190
255,46,374,223,138,226,11,268
106,163,99,103,249,133,187,1
13,354,359,219,377,76,108,28
156,20,119,217,165,412,79,8
15,296,250,313,237,111,227,394
170,345,361,139,360,411,252,307
78,164,357,314,393,34,43,90
39,260,157,329,56,315,4,348
12,298,338,19,189,72,6,78
376,240,309,361,204,135,54,310
93,324,18,30,315,313,160,215
215,170,102,342,368,18,98,50
207,343,384,33,273,327,322,124
132,31,222,35,147,129,103,358
203,341,73,38,392,361,173,62
123,395,401,12,160,288,272,101
269,264,348,337,9,14,125,274
306,300,364,332,42,102,351,193
340,34,232,10,95,46,110,289
315,54,342,338,169,247,216,330
247,216,110,393,120,281,28,102
256,138,165,316,145,83,258,354
30,12,260,3,2,9,104,31
412,278,358,370,67,254,408,211
117,124,193,389,98,202,185,54
386,19,363,388,235,235,259,10
179,72,100,206,103,370,257,342
221,93,281,140,208,130,167,170
394,383,44,204,209,252,179,162
313,106,28,394,332,228,82,328
56,402,345,375,66,317,282,273
291,284,145,381,301,33,381,380
404,69,355,202,308,261,317,112
183,43,154,200,370,148,246,305
171,337,227,199,408,222,290,177
173,92,186,164,376,199,334,2
162,238,255,387,92,110,253,329
390,145,160,197,304,37,139,379
48,11,300,193,161,406,198,155
309,293,124,143,121,250,386,271
10,89,332,398,223,268,390,141
239,142,295,192,295,120,131,94
54,333,40,166,297,142,378,369
220,315,386,187,88,56,278,127
189,369,276,185,123,409,155,347
343,136,319,184,395,374,99,129
181,229,72,183,277,229,172,30
402,355,21,404,305,296,184,70
75,263,375,182,83,70,292,280
391,232,30,208,97,10,68,316
273,125,393,148,196,55,375,107
92,357,19,181,108,354,404,191
249,347,226,150,276,357,33,234
379,350,245,174,43,301,204,373
282,160,132,144,54,160,50,405
409,231,126,359,64,363,69,73
141,351,6,366,11,193,168,113
375,299,50,363,205,53,9,58
241,193,329,269,159,151,5,168
108,157,29,136,158,179,133,259
346,45,310,275,134,85,84,304
24,242,258,330,114,104,143,66
349,398,2,326,319,84,166,103
147,316,299,278,87,66,210,19
321,353,261,322,343,238,182,298
110,18,209,285,310,24,67,252
