dec_sense,stb_sense
whole_1_noun_2,sense_1_noun_2
force_1_noun_3,value_1_noun_1
weight_1_noun_3,figure_1_noun_4
audience_1_noun_2,surprise_1_noun_2
language_1_noun_3,marriage_1_noun_1
impulse_1_noun_2,failure_1_noun_1
advice_1_noun_3,estate_1_noun_2
moral_1_adjective_2,chief_1_adjective_1
sensible_1_adjective_3,original_1_adjective_1
venture_1_verb_2,suspect_1_verb_1
commerce_1_noun_2,criminal_1_noun_1
content_1_verb_1,abandon_1_verb_2
command_1_verb_1,receive_1_verb_1
bear_1_verb_2,give_1_verb_1
glory_1_noun_1,thing_1_noun_1
body_1_noun_3,hand_1_noun_1
chain_1_noun_4,issue_1_noun_4
subtle_1_adjective_3,severe_1_adjective_1
immortal_1_adjective_1,personal_1_adjective_2
worthy_1_adjective_1,likely_1_adjective_2
mount_1_verb_1,knock_1_verb_1
lie_1_noun_1,bed_1_noun_3
restraint_1_noun_1,treatment_1_noun_1
spare_1_verb_2,carry_1_verb_1
injury_1_noun_2,threat_1_noun_1
organ_1_noun_3,exile_1_noun_1
brow_1_noun_2,road_1_noun_2
pain_1_noun_2,hint_1_noun_1
pursue_1_verb_1,afford_1_verb_1
veil_1_verb_1,bury_1_verb_2
note_1_noun_3,book_1_noun_2
shed_2_verb_3,want_1_verb_3
occupy_1_verb_2,repair_1_verb_1
chance_1_verb_1,sketch_1_verb_1
grant_1_verb_2,lower_2_verb_1
fire_1_verb_4,lock_1_verb_1
arrest_1_verb_2,strain_1_verb_1
revenge_1_noun_1,silence_1_noun_1
dare_1_verb_1,send_1_verb_1
distress_1_noun_1,majority_1_noun_1
party_1_noun_3,judge_1_noun_1
dignity_1_noun_1,attempt_1_noun_1
dread_1_adjective_1,daily_1_adjective_1
virgin_1_adjective_1,steady_1_adjective_1
devote_1_verb_2,reveal_1_verb_1
temper_1_noun_1,island_1_noun_1
apology_1_noun_3,tribute_1_noun_1
weakness_1_noun_1,evidence_1_noun_1
plenty_1_noun_1,rescue_1_noun_1
consent_1_noun_1,meaning_1_noun_1
tribute_1_noun_2,mention_1_noun_1
leisure_1_noun_2,lighter_2_noun_1
unity_1_noun_3,brass_1_noun_1
opinion_1_noun_1,success_1_noun_1
period_1_noun_4,window_1_noun_2
desert_2_noun_2,hunger_1_noun_1
menace_1_verb_1,combat_1_verb_1
burst_1_verb_1,leave_1_verb_1
doubt_1_verb_2,grant_1_verb_1
desire_1_verb_1,attend_1_verb_1
mistake_1_verb_1,prepare_1_verb_1
curse_1_verb_1,allow_1_verb_1
yield_1_verb_2,bring_1_verb_1
induce_1_verb_1,depend_1_verb_1
polish_2_noun_1,ladder_1_noun_2
assume_1_verb_3,select_1_verb_1
murmur_1_noun_1,leader_1_noun_4
court_1_noun_4,wheel_1_noun_1
extent_1_noun_1,effort_1_noun_2
clerk_1_noun_3,laugh_1_noun_2
specimen_1_noun_2,ceremony_1_noun_1
approve_1_verb_2,acquire_1_verb_1
payment_1_noun_1,writing_1_noun_1
exhibit_1_verb_2,compare_1_verb_1
quantity_1_noun_1,material_1_noun_2
concert_1_noun_2,content_1_noun_1
charm_1_noun_3,noise_1_noun_1
train_1_noun_2,paper_1_noun_1
pity_1_noun_1,task_1_noun_1
affect_2_verb_1,follow_1_verb_1
attend_1_verb_2,invite_1_verb_1
excite_1_verb_2,affect_1_verb_1
merit_1_noun_1,smile_1_noun_1
esteem_1_noun_1,change_1_noun_1
silver_1_noun_1,behalf_1_noun_1
colony_1_noun_1,candle_1_noun_1
beloved_1_noun_1,penalty_1_noun_1
accident_1_noun_3,guidance_1_noun_1
tragedy_1_noun_2,apology_1_noun_1
fitness_1_noun_2,disgust_1_noun_1
father_1_noun_3,length_1_noun_3
ceremony_1_noun_2,shoulder_1_noun_2
trial_1_noun_3,pride_1_noun_1
pound_1_noun_2,pulse_1_noun_1
intimate_2_verb_1,threaten_1_verb_1
except_1_verb_1,extend_1_verb_1
alarm_1_verb_1,weigh_1_verb_1
refer_1_verb_3,dance_1_verb_2
relate_1_verb_3,prefer_1_verb_1
observe_1_verb_2,concern_1_verb_2
strain_1_noun_3,scream_1_noun_2
storm_1_noun_4,glass_1_noun_4
appeal_1_noun_3,wonder_1_noun_3
issue_1_noun_3,study_1_noun_3
pledge_1_noun_2,credit_1_noun_3
proceed_1_verb_1,deliver_1_verb_1
supply_1_verb_2,defeat_1_verb_1
heart_1_noun_3,trade_1_noun_1
flame_1_noun_2,sleep_1_noun_1
gospel_1_noun_1,excuse_1_noun_1
priest_1_noun_2,summer_2_noun_1
import_1_noun_2,phrase_1_noun_1
oath_1_noun_1,lake_1_noun_1
haste_1_noun_1,pause_1_noun_1
sketch_1_noun_1,prison_1_noun_1
general_1_adjective_2,possible_1_adjective_1
profession_1_noun_3,precedent_1_noun_1
consequence_1_noun_1,experiment_1_noun_1
sex_1_noun_2,roof_1_noun_1
wing_1_verb_1,fit_1_verb_2
gay_1_adjective_2,same_1_adjective_1
prevent_1_verb_2,belong_1_verb_1
handsome_1_adjective_2,conscious_1_adjective_1
tread_1_noun_1,bone_1_noun_3
sickness_1_noun_1,admission_1_noun_1
spring_1_verb_1,collect_1_verb_2
frame_1_verb_2,rest_1_verb_1
trace_2_noun_1,escape_1_noun_2
necessity_1_noun_1,practice_1_noun_2
credit_1_noun_5,smoke_1_noun_1
awful_1_adjective_3,secret_1_adjective_1
bold_1_adjective_1,small_1_adjective_2
doctor_1_noun_4,bread_1_noun_1
bend_1_verb_3,act_1_verb_2
many_1_noun_1,drama_1_noun_2
undertake_1_verb_1,describe_1_verb_1
mortal_1_adjective_1,regular_1_adjective_2
pen_1_noun_2,tune_1_noun_1
regularly_1_adverb_1,slightly_1_adverb_2
former_1_adjective_2,least_1_adjective_2
waste_1_noun_3,master_1_noun_3
taste_1_noun_3,period_1_noun_1
band_2_noun_1,way_1_noun_2
civil_1_adjective_2,vacant_1_adjective_1
bald_1_adjective_2,apt_1_adjective_1
deed_1_noun_1,boy_1_noun_2
noble_1_adjective_1,sudden_1_adjective_1
bitterness_1_noun_2,complaint_1_noun_1
let_2_verb_1,tell_1_verb_1
coarse_1_adjective_2,crooked_1_adjective_1
crimson_1_verb_1,pocket_1_verb_2
prospect_1_noun_3,whisper_1_noun_1
application_1_noun_4,compensation_1_noun_1
your_1_possessive determiner_3,her_1_possessive determiner_1
imperfect_1_adjective_1,reasonable_1_adjective_2
pass_1_noun_6,top_1_noun_5
mild_1_adjective_2,proud_1_adjective_1
exact_1_verb_1,govern_1_verb_2
constitute_1_verb_2,influence_1_verb_1
fix_1_verb_2,make_1_verb_1
mind_1_noun_2,arm_1_noun_1
entrance_1_noun_2,essence_1_noun_1
mad_1_adjective_1,true_1_adjective_1
gentle_1_adjective_3,quick_1_adjective_1
now_1_adverb_3,here_1_adverb_1
province_1_noun_3,meeting_1_noun_2
entertain_1_verb_2,understand_1_verb_1
popular_1_adjective_3,terrible_1_adjective_2
stock_1_noun_4,beat_1_noun_2
extension_1_noun_6,interior_1_noun_1
bring_1_verb_3,freeze_1_verb_1
prevail_1_verb_1,supply_1_verb_1
utter_1_adjective_1,active_1_adjective_2
dwell_1_noun_1,heat_1_noun_2
outward_1_adjective_1,romantic_1_adjective_2
monstrous_1_adjective_2,legitimate_1_adjective_1
latter_1_adjective_1,petty_1_adjective_2
mature_1_verb_2,spell_3_verb_1
proudly_1_adverb_2,strictly_1_adverb_1
upright_1_adjective_2,relative_1_adjective_1
style_1_verb_2,feed_1_verb_1
instance_1_noun_1,officer_1_noun_2
manner_1_noun_1,brother_1_noun_1
major_1_noun_1,home_1_noun_1
due_1_adjective_2,past_1_adjective_1
common_1_adjective_3,large_1_adjective_1
law_1_noun_2,kind_1_noun_1
allowance_1_noun_3,building_1_noun_3
gravity_1_noun_3,weakness_1_noun_3
spite_1_noun_1,kiss_1_noun_1
few_1_noun_1,lion_1_noun_1
liberty_1_noun_1,mountain_1_noun_1
pride_1_noun_4,foot_1_noun_1
vain_1_adjective_1,ready_1_adjective_1
wicked_1_adjective_1,usual_1_adjective_1
justice_1_noun_1,mother_1_noun_1
halt_2_verb_1,plant_1_verb_2
passion_1_noun_1,effect_1_noun_1
adopt_1_verb_2,impose_1_verb_1
admit_1_verb_3,sigh_1_verb_1
slight_1_verb_1,witness_1_verb_1
imperial_1_adjective_3,welcome_1_adjective_3
plainly_1_adverb_1,possibly_1_adverb_2
weary_1_adjective_2,weak_1_adjective_1
reverse_1_noun_1,spring_1_noun_4
interfere_1_verb_1,approach_1_verb_2
suppose_1_verb_1,forget_1_verb_1
peculiar_1_adjective_2,various_1_adjective_1
comprehend_1_verb_1,represent_1_verb_1
number_1_verb_3,nurse_1_verb_2
succeed_1_verb_2,defend_1_verb_2
saint_1_noun_1,life_1_noun_2
sphere_1_noun_2,anger_1_noun_1
grave_2_adjective_2,cool_1_adjective_2
submit_1_verb_1,speak_1_verb_1
chill_1_verb_2,flow_1_verb_2
hope_1_noun_2,lip_1_noun_1
furnish_1_verb_1,divide_1_verb_2
vulgar_1_adjective_1,awake_1_adjective_1
betray_1_verb_1,avoid_1_verb_1
grace_1_noun_3,rock_1_noun_2
seize_1_verb_1,keep_1_verb_1
forth_1_adverb_1,ever_1_adverb_1
singular_1_adjective_1,awkward_1_adjective_1
dumb_1_adjective_4,hot_1_adjective_6
stamp_1_noun_3,look_1_noun_2
widow_1_noun_3,love_1_noun_3
pardon_1_noun_1,music_1_noun_1
conceive_1_verb_1,devote_1_verb_1
erect_1_adjective_1,dim_1_adjective_1
convey_1_verb_2,tend_2_verb_1
gleam_1_noun_1,ash_1_noun_1
ardent_1_adjective_1,poor_1_adjective_2
capital_1_adjective_3,loose_1_adjective_2
advance_1_noun_1,waste_1_noun_1
conduct_1_noun_1,voice_1_noun_1
trust_1_verb_2,pay_1_verb_2
farewell_1_noun_1,amount_1_noun_1
compact_2_noun_1,trick_1_noun_1
glance_1_noun_2,race_1_noun_2
abstract_1_verb_1,border_1_verb_2
direct_1_verb_3,lift_1_verb_1
breast_1_noun_2,door_1_noun_1
practical_1_adjective_1,furious_1_adjective_2
person_1_noun_3,fear_1_noun_1
obtain_1_verb_1,join_1_verb_1
vessel_1_noun_1,hair_1_noun_1
excess_1_noun_1,iron_1_noun_3
examine_1_verb_3,apply_1_verb_1
eminent_1_adjective_1,sorry_1_adjective_1
succession_1_noun_2,superior_1_noun_1
please_1_adverb_2,else_1_adverb_1
minute_2_adjective_1,slow_1_adjective_4
aspect_1_noun_2,glow_1_noun_1
guard_1_verb_2,see_1_verb_1
solitary_1_adjective_2,strict_1_adjective_1
portion_1_noun_1,dream_1_noun_1
chorus_1_noun_4,feel_1_noun_2
sorrow_1_noun_1,pain_1_noun_1
remark_1_noun_1,loss_1_noun_1
