sem_dens,demand,s_perph,s_num,conc,val,w_freq,c_div
297,388,33,69,294,366,243,302
148,161,57,1,359,312,222,57
258,210,74,305,348,349,308,24
182,78,384,85,411,97,220,368
184,99,179,23,223,398,300,337
335,111,69,29,347,368,286,384
249,406,198,252,260,96,359,323
301,319,72,33,388,292,42,155
280,318,389,42,191,110,31,240
390,411,207,88,330,144,78,203
322,348,287,36,355,270,361,39
262,345,194,74,270,149,316,163
411,359,245,264,362,131,109,223
53,294,221,241,367,189,69,278
386,152,237,82,153,393,296,79
130,109,346,57,292,76,311,135
48,168,174,20,5,314,274,246
125,14,42,311,257,260,221,400
261,382,305,169,83,192,337,279
88,154,288,127,219,206,161,43
358,155,331,204,199,227,210,406
409,55,204,383,56,12,90,408
300,172,105,194,198,363,346,133
320,251,406,218,47,142,357,386
266,191,243,301,210,221,169,81
252,257,361,300,78,236,287,158
302,252,45,125,68,128,304,179
175,128,1,56,402,400,348,363
341,260,135,139,295,38,72,375
364,275,19,280,15,98,251,58
285,403,127,64,346,378,25,136
61,143,176,157,179,395,347,88
293,250,82,165,232,118,237,228
36,82,362,114,282,170,29,329
356,117,210,258,82,45,3,22
336,211,211,91,25,407,101,66
367,26,56,255,57,47,395,251
298,45,131,103,48,382,345,262
204,15,43,102,343,65,326,44
402,209,222,237,252,408,57,351
303,34,175,228,403,372,158,89
66,147,98,199,14,306,36,264
191,392,110,49,258,210,19,181
108,199,83,98,137,114,179,65
157,301,356,221,375,187,97,318
27,127,215,227,247,39,407,286
77,240,328,65,222,321,93,370
51,164,171,362,169,341,254,64
10,365,342,341,392,90,201,266
119,22,296,5,382,133,33,268
26,355,244,395,370,247,7,14
246,282,368,13,395,25,15,23
337,70,29,17,266,127,49,4
144,163,86,21,279,29,165,8
91,129,52,361,55,229,85,271
5,336,250,358,209,146,342,204
229,66,396,25,321,283,288,319
116,248,214,345,340,281,102,411
198,69,248,342,120,274,199,60
126,322,393,131,165,28,330,188
323,144,394,43,32,95,382,62
64,59,408,316,72,86,223,98
324,91,407,44,45,153,23,265
321,401,374,287,172,289,255,283
351,339,232,179,147,361,74,173
4,39,372,181,212,52,174,312
392,49,169,189,157,134,363,86
21,267,253,190,229,254,259,365
117,329,101,388,12,203,256,174
96,223,369,195,36,41,170,59
398,350,34,384,275,211,110,49
205,137,23,177,220,331,305,9
397,5,289,302,261,56,246,17
55,367,157,197,234,257,331,144
325,13,149,198,85,121,384,159
270,90,64,373,397,214,276,115
129,116,360,372,363,190,60,284
388,77,165,178,102,369,325,52
176,399,339,176,407,268,194,220
166,185,345,366,127,147,398,380
181,277,398,175,267,141,128,100
199,103,264,389,129,55,111,341
159,33,242,391,69,325,83,12
296,84,308,393,207,410,196,300
100,157,67,163,154,362,383,104
17,19,90,160,345,224,175,111
230,407,27,320,70,282,127,303
160,320,21,151,333,73,263,140
49,141,395,145,315,17,88,94
209,341,183,143,361,365,388,371
399,247,13,142,91,328,56,151
46,344,188,406,138,333,139,353
404,321,348,138,84,248,216,343
84,371,251,407,244,165,378,21
313,139,260,200,152,74,204,73
305,224,382,205,124,193,103,285
410,295,15,325,227,186,138,250
140,360,300,210,291,215,241,316
239,232,355,269,126,79,350,208
355,328,20,326,401,279,167,233
97,357,255,130,183,181,64,381
3,165,12,328,311,3,1,219
352,330,319,262,284,24,153,87
120,182,257,259,168,42,366,37
102,174,326,336,97,326,79,167
68,220,190,337,240,216,142,259
70,363,241,288,264,108,51,242
235,171,65,253,33,209,200,127
156,245,227,292,49,44,177,102
178,304,60,296,107,71,295,13
107,316,125,248,19,403,341,254
122,354,312,245,192,399,185,3
253,29,25,242,299,167,356,78
264,83,397,346,369,379,84,118
342,205,18,348,155,217,143,80
155,97,350,233,161,175,2,221
93,1,357,356,132,123,157,331
315,234,290,324,42,158,21,230
283,358,383,323,334,50,333,198
383,216,363,224,105,385,114,298
359,75,79,297,308,13,245,139
273,293,58,222,75,81,145,166
373,114,258,313,338,72,253,410
233,317,320,363,4,202,224,156
376,159,189,216,319,54,20,347
8,27,202,212,318,49,171,281
387,18,91,211,231,313,5,350
365,327,341,312,390,342,269,130
271,269,47,207,59,259,112,409
277,352,273,37,35,258,406,175
134,107,70,97,9,208,16,189
215,229,274,61,342,295,121,307
13,373,39,60,173,242,338,301
142,218,310,116,298,60,373,339
83,108,108,115,163,172,119,326
272,113,35,55,365,271,205,113
291,184,252,51,263,387,183,291
31,323,282,35,101,150,68,129
18,400,104,99,181,240,297,54
71,110,278,18,186,183,306,183
137,206,311,110,350,305,273,95
168,213,164,100,399,182,150,243
224,121,193,101,332,126,312,374
282,44,32,108,34,188,206,394
306,347,75,104,174,228,48,239
59,272,36,105,122,311,229,395
128,290,292,45,287,67,65,397
92,180,87,19,353,169,292,211
9,235,286,46,373,337,231,132
307,280,167,8,2,348,98,212
138,192,196,73,160,265,12,145
236,266,38,123,158,266,218,252
350,283,340,10,43,251,227,379
248,126,279,77,170,161,43,229
41,175,180,86,307,51,122,55
105,233,263,83,277,4,126,36
63,132,208,121,352,261,18,70
319,162,162,72,251,99,89,357
247,390,120,68,238,184,290,332
2,58,333,70,1,345,22,123
374,261,254,257,241,94,160,392
228,42,44,251,38,380,75,328
185,262,170,54,214,102,397,161
195,376,199,249,200,101,252,125
347,215,233,306,302,7,106,275
139,271,17,75,394,88,191,96
183,241,344,243,151,324,234,112
114,212,145,308,24,14,131,124
344,100,103,309,62,23,266,42
89,273,314,48,90,195,87,359
343,207,132,304,20,36,46,373
73,242,14,267,331,335,396,206
29,79,109,298,256,103,123,269
124,361,304,278,224,180,134,322
193,204,299,128,358,381,144,210
151,37,181,272,109,80,132,253
377,203,231,273,67,151,343,75
290,249,85,274,377,367,202,116
281,140,186,66,3,300,45,205
167,386,275,276,218,20,233,177
371,76,317,47,13,390,207,168
294,68,146,268,150,57,401,226
338,87,153,286,53,285,355,383
370,254,201,263,248,323,339,238
203,375,178,290,203,272,6,172
44,259,365,293,144,356,180,344
136,228,154,294,357,233,166,63
192,227,206,295,113,374,35,109
132,225,30,282,276,284,115,51
19,370,114,129,111,111,151,142
349,380,128,317,206,35,155,345
354,263,379,386,92,6,291,26
22,222,68,364,235,201,387,141
213,265,294,16,286,19,30,170
56,238,115,370,364,354,24,72
95,94,236,374,100,213,113,101
123,384,385,376,27,253,28,309
