sem_dens,demand,s_perph,s_num,conc,val,w_freq,c_div
156,349.0,51.0,11,273,321,252,296
253,173.0,40.0,292,367,368,396,40
234,75.0,95.0,392,331,195,284,26
298,99.0,380.0,86,220,411,219,233
200,167.0,176.0,51,409,362,285,325
311,390.0,175.0,246,211,93,276,380
385,304.0,141.0,13,216,404,367,326
335,409.0,208.0,1,340,403,12,154
263,320.0,67.0,40,352,91,75,201
44,331.0,383.0,395,308,278,349,47
387,341.0,227.0,381,132,343,366,220
334,234.0,69.0,270,244,81,66,253
403,367.0,171.0,232,336,131,268,272
118,273.0,249.0,315,278,308,300,72
350,74.0,295.0,95,18,161,315,37
347,130.0,145.0,45,155,373,316,390
410,66.0,212.0,300,87,389,343,142
103,203.0,241.0,138,196,215,207,158
375,3.0,338.0,17,375,78,212,175
143,233.0,178.0,103,39,305,325,361
357,154.0,292.0,201,208,138,266,377
217,59.0,63.0,122,90,235,69,49
285,164.0,115.0,41,75,29,173,146
323,375.0,390.0,171,43,361,112,103
246,76.0,252.0,69,401,151,338,228
296,295.0,366.0,162,84,212,183,140
245,392.0,11.0,228,31,144,122,85
283,202.0,25.0,366,338,32,331,378
55,256.0,179.0,231,175,97,67,20
302,246.0,201.0,329,239,64,340,225
412,266.0,381.0,357,281,388,392,277
336,144.0,339.0,102,256,129,351,65
76,193.0,39.0,241,85,136,45,263
290,293.0,37.0,328,253,128,241,35
401,58.0,97.0,118,40,374,13,94
330,407.0,81.0,349,246,90,9,280
65,244.0,89.0,39,407,223,113,82
98,116.0,41.0,149,391,145,388,155
172,4.0,87.0,145,3,139,341,270
397,31.0,244.0,257,147,344,40,192
201,185.0,396.0,341,377,376,158,320
24,85.0,169.0,60,122,261,201,276
60,253.0,328.0,35,234,394,89,387
101,52.0,268.0,37,334,109,41,356
231,121.0,107.0,311,356,277,25,183
16,411.0,48.0,97,388,47,175,279
117,196.0,222.0,393,59,240,93,3
4,63.0,389.0,388,185,309,260,217
325,403.0,405.0,197,204,112,51,1
131,170.0,294.0,10,309,314,22,412
45,360.0,239.0,92,363,94,31,19
18,20.0,344.0,212,392,233,34,7
370,352.0,122.0,196,162,142,162,89
106,281.0,186.0,18,27,13,86,274
208,104.0,113.0,109,50,236,328,350
206,303.0,52.0,195,67,119,189,304
137,65.0,411.0,217,164,307,102,64
326,371.0,1.0,5,121,316,196,138
275,335.0,172.0,89,153,8,132,57
309,131.0,161.0,314,172,107,294,97
394,346.0,256.0,172,29,63,220,186
254,53.0,162.0,285,293,297,1,191
19,402.0,345.0,34,219,69,257,265
10,242.0,138.0,2,86,27,95,321
116,345.0,341.0,295,294,251,155,107
91,47.0,404.0,124,226,242,178,360
404,34.0,270.0,294,237,226,361,178
182,123.0,284.0,278,361,366,255,53
224,220.0,394.0,120,102,48,258,216
155,200.0,112.0,275,76,135,128,34
